SongID,Lyrics
s2162,"




嘿

在那个路灯的下面

有一个小姑娘在哭泣

也不知道她从哪里来

喔哦

嘿

小姑娘哭得多悲伤

不知道是谁把她抛弃

她不知道该到哪里去

喔哦

亲爱的小妹妹

请你不要不要哭泣

你的家在哪里

我会带你带你回去

亲爱的小妹妹

请你不要不要哭泣

我会用我的爱

温暖你的你的心灵

哦 不要不要悲伤

哦 不要不要哭泣

哦 在这夜里

我会带你带你回去

哦 不要不要伤悲

哦 不要不要哭泣

哦 在这夜里

我会带你带你回去

嘿

在那个路灯的下面

有一个小姑娘在哭泣

也不知道她从哪里来

喔哦

嘿

小姑娘哭得多悲伤

不知道是谁把她抛弃

也不知道她从哪里去

喔哦

亲爱的小妹妹

请你不要不要哭泣

你的家在哪里

我会带你带你回去

亲爱的小妹妹

请你不要不要哭泣

我会用我的爱

温暖你的你的心灵

哦 不要不要悲伤

哦 不要不要哭泣

哦 在这夜里

我会带你带你回去

哦 不要不要悲伤

哦 不要不要哭泣

哦 在这夜里

我会带你带你回去

亲爱的小妹妹

请你不要不要哭泣

你的家在哪里

我会带你带你回去

亲爱的小妹妹

请你不要不要哭泣

我会用我的爱

温暖你的你的心灵

哦 不要不要悲伤

哦 不要不要哭泣

哦 在这夜里

我会带你带你回去

哦 不要不要悲伤

哦 不要不要哭泣

哦 在这夜里

我会带你带你回去

"
s2163,"




地球神奇的东方

有一个北京

古老的历史

崭新的城市

留下了多少传奇

父亲守护着你

母亲依恋着你

你是中华儿女

心中的圣地

风雨中为你呐喊

喊出一身肝胆

泥泞中为你奔走

走过万水千山

大地宽广的胸怀

孕育出智慧和勇敢

坚强如铁的信念

已被希望的圣火点燃

草原高举金色的酒杯

把世界邀请

雪山捧起洁白的哈达

献给四海宾朋

所有吉祥的声音都在祝福

让我们和心中的奥林匹克

相约北京

风雨中为你呐喊

喊出一身肝胆

泥泞中为你奔走

走过万水千山

大地宽广的胸怀

孕育出智慧和勇敢

坚强如铁的信念

已被希望的圣火点燃

草原高举金色的酒杯

把世界邀请

雪山捧起洁白的哈达

献给四海宾朋

所有吉祥的声音都在祝福

让我们和心中的奥林匹克

相约北京

草原高举金色的酒杯

把世界邀请

雪山捧起洁白的哈达

献给四海宾朋

所有吉祥的声音都在祝福

让我们和心中的奥林匹克

相约北京

相约北京

"
s2164,"



看这山 万壑千岩

连一川又一川

让这河 星奔川鹜

结一湾又一湾

谱这图 鸾回凤舞

重峦高不可攀

泼了墨 墨饱笔酣

润我锦绣河山

任他八千里路云和月

男子汉 都往前站

我们翻过那三山和五岳

也依然要往前看

我们走遍了五湖四海

从来不言苦和难

不管披星戴月

大好河山 常与我作伴

到最高点 日喀则

矗立喜马拉雅巅

到最东边 下大雪

大雪飘在漠河边

到最西边 忆狼烟

风在喀什转个圈

到最南边 碧海天

龙腾出海浪滔天

挥毫提笔画我山河

剑锋千轫画这巍峨

滔滔江水走笔龙蛇

我丹青不渝画我中国

让我心中装秦汉

梦回大唐画牡丹

银钩铁画未抹淡

我勾勒出壮丽河山

峨眉山 昆仑山

英雄们论剑在华山

长白山 太行山

泰山端沧海任我观

松花澜沧珠江 哎

鄱阳洞庭太湖 哎

雅鲁藏布最高位

河奔海聚世世辈

长江头到长江尾

兄弟共饮长江水

黄河南到黄河北

华夏儿女那么美

想飞回草原在那月光下面弹琴

身藏于大漠敦煌舞动我的金翎

盘栖在云南大理最神秘的山林

看那凤凰终将飞出一个传奇

挥毫提笔画我山河

剑锋千轫画这巍峨

滔滔江水走笔龙蛇

我丹青不渝画我中国

唐寅伯驹公望山人希梦 铺长卷

屈原太白杜甫苏轼陆游 诗百篇

你看这大江大河生生不息 多少年

你看这巍巍青山浩然之气 天地间

打开一副山河图 唐宗宋祖来带路

打开一副山河图 千年渺沧海一粟

打开一副山河图 兄弟姐妹跳起舞

打开一副山河图 百鸟朝凤龙起舞

这山 万壑千岩

连一川又一川

这河 星奔川鹜

结一湾又一湾

这图 鸾回凤舞

重峦高不可攀

泼墨 墨饱笔酣

润我锦绣河山

最高点 日喀则

矗立喜马拉雅巅

最东边 下大雪

大雪飘在漠河边

最西边 忆狼烟

风在喀什转个圈

最南边 碧海天

龙腾出海浪滔天

这山 这河 这图 泼墨

这山 这河 这图 泼墨

"
s2165,"
















爱已不能动

还有什么值得我心痛

想你的天空

下起雨来

没人心疼的黑夜

脸颊两行咸咸的泪水

是你 哦是你

让我望穿泪水肝肠寸断

你怎么舍得让我的泪

流向海

付出的感情永远

找不回来

你怎么舍得让我的爱

流向海

伤心的往事一幕幕

就像潮水

将我掩埋

爱已不能动

还有什么值得我心痛

想你的天空下起雨来

没人心疼的黑夜

脸颊两行咸咸的泪水

是你 哦是你

让我望穿泪水肝肠寸断

你怎么舍得让我的泪

流向海

付出的感情永远

找不回来

你怎么舍得让我的爱

流向海

伤心的往事一幕幕

就像潮水 将我掩埋

闭上了双眼

还看见和你的缠绵

眼角的泪水

洗不去心中

一遍一遍的誓言

你怎么舍得让我的泪

流向海

付出的感情永远

找不回来

你怎么舍得让我的泪

流向海

付出的感情永远

找不回来

你怎么舍得让我的爱

流向海

伤心的往事一幕幕

就像潮水

将我掩埋

"
s2166,"


如果你不爱我 就把我的心还我

你用爱换走青春 我还留下了什么

如果你还爱我 就什么话都别说

就跟我一路狂奔 就不要想太多

痴情不是罪过 忘情不是洒脱

为你想得撕心裂肺有什么结果

你说到底为什么 都是我的错

都把爱情想得太美现实太诱惑

到底为什么 让你更难过

这样爱你除了安慰还能怎么做

如果你不爱我 就把我的心还我

你用爱换走青春 我还留下了什么

如果你还爱我 就什么话都别说

就跟我一路狂奔 就不要想太多

痴情不是罪过 忘情不是洒脱

为你想得撕心裂肺有什么结果

你说到底为什么 都是我的错

都把爱情想得太美现实太诱惑

到底为什么 让你更难过

这样爱你除了安慰还能怎么做

寂寞寂寞是谁的错

寂寞让你变得那么脆弱

我们不要继续再这样沉默

这段感情应当要保持联络

我不想不问是什么星座

这个时代为什么那么多的迷惑

寂寞寂寞就变得冷漠

这样下去我们之间还能有什么

没错 是我那么多的冷漠

让你感觉到无比的失落

不过 一个女人的心

不仅仅渴望得到的一个承诺

我害怕欺骗 也害怕寂寞

更害怕我的心会渐渐地凋落

爱情 不是随便许诺

好了 不想再说了

有什么样的情有什么样的爱

用什么样的爱还什么样的债

我知道你的心里有些想不开

可是我的心里满满的全是爱

你回头看看我 不要再沉默

你说到底你想追求个什么结果

我知道你在躲 你为什么不说

你情愿让这样的思念把我淹没

你说到底为什么 都是我的错

都把爱情想得太美现实太诱惑

到底为什么 让你更难过

这样爱你除了安慰还能怎么做

你说到底为什么 都是我的错

都把爱情想得太美现实太诱惑

到底为什么 让你更难过

这样爱你除了安慰还能怎么做

"
s2167,"





越过无尽的沧海

如果期待依然在

总是春暖到花开

请你轻轻留下来

让梦卷走这尘埃

香飘在书厢之外

奏响美丽的天籁


月光洒下了响水滩

有没有人能告诉我

可是苍天对你在呼唤

一座山翻过一条河

千山万水永不寂寞

你来过年华被传说

百里杜鹃不凋落

乌蒙山连着山外山

月光洒下了响水滩

有没有人能告诉我

可是苍天对你在呼唤

一座山翻过一条河

走过千山万水永不寂寞

你来过年华被传说

百里杜鹃不凋落


我们记忆的凭吊

善良的心跳


让风都停住

依然清晰看见

你那坚强的脚步

如果天留得住

如果地也能把你挽住

愿你就在这片云水间常驻



月光洒下了响水滩

有没有人能告诉我

可是苍天对你在呼唤

一座山翻过一条河

千山万水永不寂寞

你来过年华被传说

百里杜鹃不凋落

乌蒙山连着山外山

月光洒下了响水滩

有没有人能告诉我

可是苍天对你在呼唤

一座山翻过一条河

走过千山万水永不寂寞

你来过年华被传说

百里杜鹃不凋落

"
s2168,"


走过一个冬天

辛苦了这一年

捎上了心意敲敲门送到了你身边

好运来点点头

福星来眨眨眼

尝一个饺子美美滋滋乐开了笑颜

挂上了红灯笼

贴上了新春联

把快乐做成年夜饭才格外的香甜

一家子情融融 一家人心相连

送一份祝福喜气洋洋日子红艳艳

拜新年呀拜个吉祥年

红红火火亲亲切切感动的春天

拜新年呀拜个幸福年

一年四季岁岁平安家家都团圆

乐呵呵的一年

甜蜜蜜的一年

斟满了想念举起杯许下一个心愿

为父母敬一杯

为儿女干一杯

祝福你身体健康万事如意又一年

挂上了红灯笼

贴上了新春联

把快乐做成年夜饭

才格外的香甜

一家子情融融

一家人心相连

送一份祝福喜气洋洋日子红艳艳

拜新年呀 拜个吉祥年

红红火火亲亲切切感动的春天

拜新年呀 拜个幸福年

一年四季岁岁平安家家都团圆


新年到 笑一笑

提起花灯去看花炮

来段秧歌 扭起花腰

舞狮舞龙闹一闹

新年到 笑一笑

幸福幸福来报道

叫上全家男女老少

绽放微笑

拜新年呀 拜个吉祥年

红红火火亲亲切切感动的春天

拜新年呀 拜个幸福年

一年四季岁岁平安家家都团圆

拜新年呀 拜个吉祥年

红红火火亲亲切切感动的春天

拜新年呀 拜个幸福年

一年四季岁岁平安家家都团圆

一年四季岁岁平安家家都团圆

"
s2169,"





保持我的态度

维系我高温度

放纵吧前进速度

朝着远处一步一步

微笑看着旅途

虽然迟到了

我也绝不认输

再见吧 长发的禁锢

对你的禁锢

爱对我的束缚

钟爱这短发的守护

我送的最后礼物

大步向前走 永远不回头

勇敢向前走 追逐我的自由

全都看透

歌唱个没够

看透

舞出个没够

看透

没够 没够 没够

逐那自由

洒脱个没够

自由

疯狂个没够

自由

没够 没够 没够

保持我的态度

维系我高温度

放纵吧前进速度

朝着远处一步一步

微笑看着旅途

虽然迟到了我也绝不认输

再见吧 长发的禁锢

对你的禁锢

爱对我的束缚

钟爱这短发的守护

我送的最后礼物

大步向前走 永远不回头

勇敢向前走 追逐我的自由

全都看透

歌唱个没够

看透

舞出个没够

看透

没够 没够 没够

逐那自由

洒脱个没够

自由

疯狂个没够

自由

没够 没够 没够

大步向前走 永远不回头

勇敢向前走 追逐我的自由

全都看透

歌唱个没够

看透

舞出个没够

看透

没够 没够 没够

逐那自由

洒脱个没够

自由

疯狂个没够

自由

没够 没够 没够

"
s2170,"




如果你不爱我

就把我的心还我

你用爱换走青春

我还留下了什么

如果你还爱我

就什么话都别说

就跟我一路狂奔

就不要想太多

痴情不是罪过

忘情不是洒脱

为你想得撕心裂肺

有什么结果

你说到底为什么

都是我的错

都把爱情想得太美

现实太诱惑

到底为什么

让你更难过

这样爱你除了安慰

还能怎么做

如果你不爱我

就把我的心还我

你用爱换走青春

我还留下了什么

如果你还爱我

就什么话都别说

就跟我一路狂奔

就不要想太多

痴情不是罪过

忘情不是洒脱

为你想得撕心裂肺

有什么结果

你说到底为什么

都是我的错

都把爱情想得太美

现实太诱惑

到底为什么

让你更难过

这样爱你除了安慰

还能怎么做

寂寞寂寞是谁的错

寂寞让你变得那么脆弱

我们不要继续再这样沉默

这段感情应当要保持联络

我不想不问是什么星座

这个时代为什么

那么多的迷惑

寂寞寂寞就变得冷漠

这样下去我们之间

还能有什么

没错 是我那么多的冷漠

让你感觉到无比的失落

不过 一个女人的心

不仅仅渴望得到的一个承诺

我害怕欺骗 也害怕寂寞

更害怕我的心会渐渐地凋落

爱情 不是随便许诺

好了 不想再说了

有什么样的情

有什么样的爱

用什么样的爱

还什么样的债

我知道你的心里

有些想不开

可是我的心里

满满的全是爱

你回头看看我

不要再沉默

你说到底你想

追求个什么结果

我知道你在躲

你为什么不说

你情愿让这样的思念

把我淹没

你说到底为什么

都是我的错

都把爱情想得太美

现实太诱惑

到底为什么

让你更难过

这样爱你除了安慰

还能怎么做

你说到底为什么

都是我的错

都把爱情想得太美

现实太诱惑

到底为什么

让你更难过

这样爱你除了安慰

还能怎么做

怎么做

"
s2171,"

金戈铁马的边塞诗

声声诉衷情

一代一代好儿女

踏歌从军行

钢铁的熔炉中锻打出英雄汉

枕戈待旦的营盘里

卧虎又藏龙

花好月圆的年代里

岁岁好风景

一天一天守望着子夜和黎明

从军的长路上有多少风和雨

披挂齐整的将士们

侠骨也柔情

一阵一阵绿旋风吹得我心动

草绿色的生命永远年轻

一曲一曲大风歌唱得百花红

草绿色的旋律永远动听

花好月圆的年代里

岁岁好风景

一天一天守望着子夜和黎明

从军的长路上有多少风和雨

披挂齐整的将士们

侠骨也柔情

一阵一阵绿旋风吹得我心动

草绿色的生命永远年轻

一曲一曲大风歌唱得百花红

草绿色的旋律永远动听

一阵一阵绿旋风吹得我心动

草绿色的生命永远年轻

一曲一曲大风歌唱得百花红

草绿色的旋律永远动听

一阵一阵绿旋风吹得我心动

草绿色的生命永远年轻

一曲一曲大风歌唱得百花红

草绿色的旋律永远动听

一阵一阵绿旋风吹得我心动

草绿色的生命永远年轻

一曲一曲大风歌唱得百花红

草绿色的旋律永远动听

一阵一阵绿旋风吹得我心动

草绿色的生命永远年轻

一曲一曲大风歌唱得百花红

草绿色的旋律永远动听

"
s2172,"





如果你不爱我 就把我的心还我

你用爱换走青春 我还留下了什么

如果你还爱我 就什么话都别说

就跟我一路狂奔 就不要想太多

痴情不是罪过 忘情不是洒脱

为你想得撕心裂肺有什么结果

你说到底为什么 都是我的错

都把爱情想得太美现实太诱惑

到底为什么 让你更难过

这样爱你除了安慰还能怎么做

如果你不爱我 就把我的心还我

你用爱换走青春 我还留下了什么

如果你还爱我 就什么话都别说

就跟我一路狂奔 就不要想太多

痴情不是罪过 忘情不是洒脱

为你想得撕心裂肺有什么结果

你说到底为什么 都是我的错

都把爱情想得太美现实太诱惑

到底为什么 让你更难过

这样爱你除了安慰还能怎么做

寂寞寂寞是谁的错

寂寞让你变得那么脆弱

我们不要继续再这样沉默

这段感情应当要保持联络

我不想不问是什么星座

这个时代为什么那么多的迷惑

寂寞寂寞就变得冷漠

这样下去我们之间还能有什么

没错 是我那么多的冷漠

让你感觉到无比的失落

不过 一个女人的心

不仅仅渴望得到的一个承诺

我害怕欺骗 也害怕寂寞

更害怕我的心会渐渐地凋落

爱情 不是随便许诺

好了 不想再说了

有什么样的情有什么样的爱

用什么样的爱还什么样的债

我知道你的心里有些想不开

可是我的心里满满的全是爱

你回头看看我 不要再沉默

你说到底你想追求个什么结果

我知道你在躲 你为什么不说

你情愿让这样的思念把我淹没

你说到底为什么 都是我的错

都把爱情想得太美现实太诱惑

到底为什么 让你更难过

这样爱你除了安慰还能怎么做

你说到底为什么 都是我的错

都把爱情想得太美现实太诱惑

到底为什么 让你更难过

这样爱你除了安慰还能怎么做

怎么做

"
s2173,"


落脚河上面崖对崖

威宁草海荞花盛开

谁把月亮挂天上

照得想说的话

流成海流成海

流成海流成海

越过绵绵的高山

越过无尽的沧海

如果期待依然在

总是春暖到花开

请你轻轻留下来

让梦卷走这尘埃

香飘在书厢之外

奏响美丽的天籁

不等三更过天晓白

奢香夫人赶月归来

她把日光画心上

照得漆黑的夜

亮堂堂亮堂堂

亮堂堂亮堂堂

越过绵绵的高山

越过无尽的沧海

如果期待依然在

总是春暖到花开

请你

轻轻留下来

让梦

卷走这尘埃

香飘

在书厢之外

奏响

美丽的天籁

乌蒙山连着山外山

月光洒下了响水滩

有没有人能告诉我

可是苍天对你在呼唤

一座山翻过一条河

千山万水永不寂寞

你来过年华被传说

百里杜鹃不凋落

乌蒙山连着山外山

月光洒下了响水滩

有没有人能告诉我

可是苍天对你在呼唤

一座山翻过一条河

走过千山万水永不寂寞

你来过年华被传说

百里杜鹃不凋落

怀念总在心头绕

我们记忆的凭吊

善良的心跳

我寻着你的路让风都停住

依然清晰看见你那坚强的脚步

如果天留得住如果地也能把你挽住

愿你就在这片云水间常驻

乌蒙山连着山外山

月光洒下了响水滩

有没有人能告诉我

可是苍天对你在呼唤

一座山翻过一条河

千山万水永不寂寞

你来过年华被传说

百里杜鹃不凋落

乌蒙山连着山外山

月光洒下了响水滩

有没有人能告诉我

可是苍天对你在呼唤

一座山翻过一条河

走过千山万水永不寂寞

你来过年华被传说

百里杜鹃不凋落

呀 呀咿呀 呀嘿

"
s2174,"

















君不见 黄河之水天上来

奔流到海不复回

君不见 高堂明镜悲白发

朝如青丝暮成雪

君不见 黄河之水天上来

奔流到海不复回

君不见 高堂明镜悲白发

朝如青丝暮成雪

人生得意须尽欢 莫使金樽空对月

天生我材必有用 千金散尽还复来

烹羊宰牛且为乐 会须一饮三百杯

岑夫子 丹丘生 将进酒 杯莫停

与君歌一曲 请君为我倾耳听

陈王昔时宴平乐 斗酒十千恣欢谑

主人何为言少钱 径须沽取对君酌

五花马 千金裘 呼儿将出换美酒

将进酒 将进酒

与尔同销万古愁

与尔同销万古愁

人生得意须尽欢 莫使金樽空对月

天生我材必有用 千金散尽还复来

"
s2175,"




剪一段时光缓缓流淌

流进了月色中微微荡漾

弹一首小荷淡淡的香

美丽的琴音

就落在我身旁

萤火虫点亮夜的星光

谁为我添一件梦的衣裳

推开那扇心窗远远地望

谁采下那一朵

昨日的忧伤

我像只鱼儿在你的荷塘

只为和你守候

那皎白月光

游过了四季

荷花依然香

等你宛在水中央

萤火虫点亮夜的星光

谁为我添一件梦的衣裳

推开那扇心窗远远地望

谁采下那一朵

昨日的忧伤

我像只鱼儿在你的荷塘

只为和你守候

那皎白月光

游过了四季 荷花依然香

等你宛在水中央

那时年轻的你

和你水中的模样

依然不变的仰望

漫天迷人的星光

谁能走进你的心房

采下一朵莲

是那夜的芬芳

还是你的发香

荷塘呀荷塘

你慢慢慢慢唱哟

月光呀月光

你慢慢慢慢听哟

鱼儿呀鱼儿

你慢慢慢慢游哟

淡淡的淡淡的

淡淡的月光

我像只鱼儿在你的荷塘

只为和你守候

那皎白月光

游过了四季

荷花依然香

等你宛在水中央

我像只鱼儿在你的荷塘

只为和你守候

那皎白月光

游过了四季

荷花依然香

等你宛在水中央

等你宛在水中央

"
s2176,"




苍茫的天涯是我的爱

绵绵的青山脚下花正开

什么样的节奏是最呀最摇摆

什么样的歌声才是最开怀

弯弯的河水从天上来

流向那万紫千红一片海

火辣辣的歌谣是我们的期待

一路边走边唱才是最自在

我们要唱就要唱得最痛快

你是我天边最美的云彩

让我用心把你留下来

悠悠的唱着最炫的民族风

让爱卷走所有的尘埃

你是我心中最美的云彩

斟满美酒让你留下来

永远都唱着最炫的民族风

是整片天空最美的姿态

呀啦啦喔了呗

伊啦嗦了喔了呗啦

我听见你心中动人的天籁

登上天外云霄的舞台

苍茫的天涯是我的爱

绵绵的青山脚下花正开

什么样的节奏是最呀最摇摆

什么样的歌声才是最开怀

弯弯的河水从天上来

流向那万紫千红一片海

火辣辣的歌谣是我们的期待

一路边走边唱才是最自在

我们要唱就要唱得最痛快

你是我天边最美的云彩

让我用心把你留下来

悠悠的唱着最炫的民族风

让爱卷走所有的尘埃

你是我心中最美的云彩

斟满美酒让你留下来

永远都唱着最炫的民族风

是整片天空最美的姿态

你是我天边最美的云彩

让我用心把你留下来

悠悠的唱着最炫的民族风

让爱卷走所有的尘埃

你是我心中最美的云彩

斟满美酒让你留下来

永远都唱着最炫的民族风

是整片天空最美的姿态

我听见你心中那动人的天籁

就忽如一夜春风

袭来满面桃花开

我忍不住去采我忍不住去摘

我敞开胸怀为你等待

你是我天边最美的云彩

让我用心把你留下来

悠悠的唱着最炫的民族风

让爱卷走所有的尘埃

你是我心中最美的云彩

斟满美酒让你留下来

永远都唱着最炫的民族风

是整片天空最美的姿态

"
s2177,"




苍茫的天涯是我的爱

绵绵的青山脚下花正开

什么样的节奏是最呀最摇摆

什么样的歌声才是最开怀

变成蜡烛燃烧自己

只为照亮你

把我一切都献给你

只要你欢喜

你让我每个明天都 变得有意义

生命虽短爱你永远 不离不弃

你是我天边 最美的云彩

让我用心把你留下来

红红的小脸儿温暖我的心窝

点亮我生命的火 （火火火火）

你是我的小呀小苹果儿

怎么爱你都不嫌多

永远都唱着 最炫的民族风

是整片天空最美的姿态

苍茫的天涯是我的爱

绵绵的青山脚下花正开

什么样的节奏是最呀最摇摆

什么样的歌声才是最开怀

春天和你漫步在盛开的 花丛间

夏天夜晚陪你一起看 星星眨眼

秋天黄昏与你徜徉在 金色麦田

冬天雪花飞舞有你 更加温暖

你是我的小呀小苹果儿

让我用心把你留下来（火火火火）

悠悠的唱着最炫的民族风

点亮我生命的火（让你留下来）

你是我心中 最美的云彩

斟满美酒让你留下来（火火火火）

春天又来到了花开满山坡

种下希望就会收获

你是我心中的小呀小苹果儿

怎么爱你我都不嫌多

永远都唱着花开满山坡

种下希望就有最美的姿态

留下来

"
s2178,"




我要那个那个那个

那个那个那个

那个那个那个啊

你要那个那个那个

那个那个那个

那个那个那个啊

月亮弯弯绵绵绵绵缠缠

果汁分你一半爱相互分担

长路漫漫磕磕磕磕绊绊

果汁分你一半爱相互扶搀

今晚多么美满

约会相当浪漫

我果汁分你一半

我结账你买单谁跟谁别细算

我果汁分你一半

偶尔我也会烦

脸色说翻就翻

我果汁分你一半

就算怎么艰难也要保持乐观

我果汁分你一半

月亮弯弯绵绵绵绵缠缠

果汁分你一半爱相互分担

长路漫漫磕磕磕磕绊绊

果汁分你一半爱相互扶搀

我要那个那个那个

那个那个那个

那个那个那个啊

你要那个那个那个

那个那个那个

那个那个那个啊

当习惯成自然一个眼神交换

我果汁分你一半

我吃饭你刷碗不是我要偷懒

我果汁分你一半

偶尔你也会乱发脾气不敢管

我果汁分你一半

向前向后攻占粘我阴魂不散

我果汁分你一半

月亮弯弯绵绵绵绵缠缠

果汁分你一半爱相互分担

长路漫漫磕磕磕磕绊绊

果汁分你一半爱相互扶搀

我要那个那个那个

那个那个那个

那个那个那个啊

你要那个那个那个

那个那个那个

那个那个那个啊

我要那个那个那个

那个那个那个

那个那个那个啊

你要那个那个那个

那个那个那个

那个那个那个啊

月亮弯弯绵绵绵绵缠缠

果汁分你一半爱相互分担

长路漫漫磕磕磕磕绊绊

果汁分你一半爱相互扶搀

月亮弯弯绵绵绵绵缠缠

果汁分你一半爱相互分担

长路漫漫磕磕磕磕绊绊

果汁分你一半爱相互扶搀

"
s2179,"
















Ho ha ho ha ho ha ho ha

英雄不怕出身太淡薄

有志气高哪天也骄傲

就为一个缘字情难了

一生一世想捕捕不牢

相爱深深天都看不到

恩怨世世代代心头烧

有爱有心不能活到老

叫我怎能忘记你的好

让我悲也好 让我悔也好

恨苍天你都不明了

让我苦也好 让我累也好

让我天天看到她的笑

让我醉也好 让我睡也好

把愁情烦事都忘了

让我对也好 让我错也好

随风飘飘天地任逍遥

英雄不怕出身太淡薄

有志气高哪儿天也骄傲

就为一个缘字情难了

一生一世想捕我捕不牢

相爱深深天都看不到

恩怨世世代代心头上烧

有爱有心不能活到老

叫我怎能忘记你的好

让我悲也好 让我悔也好

恨苍天你都不明了

让我苦也好 让我累也好

让我天天看到她的笑

让我醉也好 让我睡也好

把愁情烦事都忘了

让我对也好 让我错也好

随风飘飘天地任逍遥

让我悲也好 让我悔也好

恨苍天你都不明了

让我苦也好 让我累也好

随风飘飘天地任逍遥

随风飘飘天地任逍遥

Ho ha ho ha ho ha ho ho

"
s2180,"


她的家在美丽的地方

那里人们淳朴善良

蓝天下绿草上

牧羊成群马儿高壮

她牵挂那可爱的故乡

不管她在哪里闯荡

在梦里在心房

花草山水永生不忘

看那草原飞来的凤凰

飞过千山翱翔在四方

祖先的希望童年的梦想

在肩上 在肩上

看那草原飞来的凤凰

飞过千山也要回家乡

只要能回到母亲的身旁

再大风雨也不收翅膀

这是一个多么善良的姑娘

来自一个多么美丽的地方

背负多少祖先的希望

还要寻找童年的梦想

不管明天将去向何方

也不管异乡路上历尽多少的沧桑

噢只盼望等到变成了凤凰

带上成功不顾一切飞到母亲的身旁

她牵挂那可爱的故乡

不管她在哪里闯荡

在梦里在心房

花草山水永生不忘

看那草原飞来的凤凰

飞过千山翱翔在四方

祖先的希望童年的梦想

在肩上 在肩上

看那草原飞来的凤凰

飞过千山也要回家乡

只要能回到母亲的身旁

再大风雨也不收翅膀

看那草原飞来的凤凰

飞过千山翱翔在四方

祖先的希望童年的梦想

在肩上 在肩上

看那草原飞来的凤凰

飞过千山也要回家乡

只要能回到母亲的身旁

再大风雨也不收翅膀

"
s2181,"










旧云烟 染信笺 晨霜落屋檐

两三行 染苔藓 往心底蔓延

叹岁月 染想念 不肯慢一点

天如何老 惹人恼 无人知晓

世间起落 几番归去来

咫尺隔山海

回首已漫天晚霞 乡愁怎么拆

这一生兀自辗转 忘了看

何时你 被风雪尽染

任世道嶙峋 我执意远行

为半分虚名 万般拼了命

置身荒漠也任性

你说什么我不听

错把无根的浮萍

当作了绝美风景

我那么笃定 说此生如鹰

那时不懂你 为什么担心

一盏烛火透窗棂

是你单薄的身影

原来踏断千山径

却走不出你眼睛

那一年 云那边

一字一句是你教我念

念到我们祖辈的姓

哪一句温柔

念来要比永远更永远

你望天 说那般月色叫做婵娟

繁世万千 不抵团圆

世间起落 几番归去来

咫尺隔山海

回首已漫天晚霞 乡愁怎么拆

这一生兀自辗转 忘了看

何时你 被风雪尽染

半梦半醒 那段曾经

就让回忆 去打听

等雾退散 船舶靠岸

弯过了几个弯

眷恋的地方 是你的身旁

千里烟波 小小村落

你还在那等着我

世间起落 几番归去来

咫尺隔山海

你眼中我长不大 永远是小孩

这一生兜兜转转 唯有你

给的爱 是一尘不染

给的爱 是一尘不染

"
s2182,"














此版本已取得正版授权

不能回家的人啊

在孤独的路上

你也曾失望吗

不能回头的人啊

有路就有前方

明天在等啊

那痛苦 没有勋章

命运在暗中 悬赏

要你我 卸下刀枪

不反抗就不受伤

黎明的那道光 会越过黑暗

只管向前奔跑 不必追问答案

谁都只来一趟 拼了命才算

有你同路迎着光 鏖战一场

何来孤单


这个世界 常不怀好意

走过的路 却不会骗你

现实獠牙 不管多锋利

你有铠甲 是我在等你

黑夜的哭声 街头的凌晨

你撑到 第几轮 这危机四伏的人生

还敢做着梦 就是幸存 之人

钢铁丛林里逃生 因为爱的人在等

如你 如我 微弱的一把野火

又为何战斗 没有答案生而为人

像我从来不问 黑夜为何有星辰

等下一个黎明 推开门 光就是我们

爱你我 百孔千疮

却仍凝视着 家乡

撑下去 就有希望

我会在你的身旁

黎明的那道光 会越过黑暗

只管向前奔跑 不必追问答案

谁都只来一趟 拼了命才算

有你同路迎着光 鏖战一场

何来孤单

黎明的那道光 会越过黑暗

活着就能前往 管他什么答案

谁都只来一趟 拼了命才算

有我守在你背后 就放胆闯

不问答案


走过黑暗的是我 朝你狂奔的是我

那个不断犯错不断怀疑自己

却从来没放弃的傻子 那就是我

是我 是我 那个弱爆的我 大闹的我

有血有肉的活着 永远相信同伴的我

你想和我一起走么 hey 你从不孤单

也许世界就这样

我也还在路上

等黎明的太阳

你会陪我相信吗

在遥遥的远方

天一定会亮

"
